trade_id,trend,momentum,volume,volatility,structure,execution,consistency,probability,expected_return,expected_loss,expected_value,realized_return,pnl
T55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7114452379095002,150.0,-100.0,77.86130947737504,96.1127611035347,96.1127611035347
T56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6703175608050533,150.0,-100.0,67.57939020126334,48.74287066711965,48.74287066711965
T57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6194857103528181,150.0,-100.0,54.87142758820452,159.32271573847137,159.32271573847137
T58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.817990060256103,150.0,-100.0,104.49751506402575,89.9851796472112,89.9851796472112
T59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6746133323530603,150.0,-100.0,68.65333308826507,-110.03503707522844,-110.03503707522844
T60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8774326403315971,150.0,-100.0,119.35816008289927,256.10780985063167,256.10780985063167
T61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5779863393256308,150.0,-100.0,44.4965848314077,-69.02604218346559,-69.02604218346559
T62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4230013210108764,150.0,-100.0,5.7503302527191025,172.19097140731142,172.19097140731142
T63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6458079375584163,150.0,-100.0,61.451984389604064,188.73170267146685,188.73170267146685
T64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5992523671986867,150.0,-100.0,49.813091799671675,-113.20133460090952,-113.20133460090952
T65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6515681292900439,150.0,-100.0,62.89203232251098,-96.07778268141726,-96.07778268141726
T66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43528437370021494,150.0,-100.0,8.82109342505374,-97.90593745029943,-97.90593745029943
T67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.594084963103261,150.0,-100.0,48.521240775815244,-111.55940790585281,-111.55940790585281
T68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8707324043882626,150.0,-100.0,117.68310109706566,164.04959338675164,164.04959338675164
T69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8224376554847272,150.0,-100.0,105.60941387118181,118.86502400897031,118.86502400897031
T70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45908241381082815,150.0,-100.0,14.770603452707036,-73.01200373700249,-73.01200373700249
T71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5410172862856533,150.0,-100.0,35.254321571413314,165.36497604383047,165.36497604383047
T72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8952525710003367,150.0,-100.0,123.81314275008417,213.88324478942124,213.88324478942124
T73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8292063759215059,150.0,-100.0,107.30159398037648,120.4214305582085,120.4214305582085
T74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4515619344179663,150.0,-100.0,12.890483604491578,-60.83563578537013,-60.83563578537013
T75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5946008393670816,150.0,-100.0,48.65020984177041,151.05019208163796,151.05019208163796
T76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5596568187952075,150.0,-100.0,39.91420469880187,-97.09012105021846,-97.09012105021846
T77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5466053858490323,150.0,-100.0,36.65134646225807,179.75785127184568,179.75785127184568
T78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7957895218629243,150.0,-100.0,98.94738046573107,149.38766135765428,149.38766135765428
T79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6207652506866885,150.0,-100.0,55.19131267167213,-126.91763114457495,-126.91763114457495
T80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47149584102641795,150.0,-100.0,17.87396025660449,-124.66661186699295,-124.66661186699295
T81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4363815031820968,150.0,-100.0,9.095375795524205,-92.68938365524264,-92.68938365524264
T82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442418857042596,150.0,-100.0,10.604714260649004,-143.44253024491974,-143.44253024491974
T83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8930005319114355,150.0,-100.0,123.25013297785887,79.62681128117224,79.62681128117224
T84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7885734579637185,150.0,-100.0,97.14336449092961,192.88298116010097,192.88298116010097
T85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40567682238370956,150.0,-100.0,1.4192055959273802,-104.79815589890282,-104.79815589890282
T86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45876312338855246,150.0,-100.0,14.690780847138122,-84.41960457276483,-84.41960457276483
T87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5428560431409304,150.0,-100.0,35.71401078523259,-54.01783260992267,-54.01783260992267
T88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4060772373449082,150.0,-100.0,1.519309336227046,-93.2772255456875,-93.2772255456875
T89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8846512678095495,150.0,-100.0,121.16281695238736,150.62962003908973,150.62962003908973
T90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6272705323838866,150.0,-100.0,56.81763309597166,-73.83038089837966,-73.83038089837966
T91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8752057420382794,150.0,-100.0,118.80143550956986,-94.49973982784945,-94.49973982784945
T92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5386905914905664,150.0,-100.0,34.672647872641605,43.80521378450966,43.80521378450966
T93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8871974038330832,150.0,-100.0,121.79935095827081,-115.77265065042283,-115.77265065042283
T94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5547638081431638,150.0,-100.0,38.69095203579096,-126.95244014045073,-126.95244014045073
T95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8748999566459621,150.0,-100.0,118.72498916149051,174.59595857532528,174.59595857532528
T96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8663642416770067,150.0,-100.0,116.59106041925166,208.97200603606436,208.97200603606436
T97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6970653576760676,150.0,-100.0,74.2663394190169,126.54121739476476,126.54121739476476
T98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.819164352355569,150.0,-100.0,104.79108808889225,70.27861706028165,70.27861706028165
T99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8064505045650388,150.0,-100.0,101.61262614125968,-117.98125068861319,-117.98125068861319
T100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7844937075902553,150.0,-100.0,96.12342689756382,-113.50196414437731,-113.50196414437731
T101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8770255136293612,150.0,-100.0,119.2563784073403,181.14249661737495,181.14249661737495
T102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7090641202289479,150.0,-100.0,77.26603005723699,166.61570059897957,166.61570059897957
T103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6600817505559967,150.0,-100.0,65.02043763899917,-122.4545960966966,-122.4545960966966
T104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8383268013291725,150.0,-100.0,109.58170033229312,182.2687974792574,182.2687974792574
T105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4681857377933849,150.0,-100.0,17.046434448346233,218.43157787661744,218.43157787661744
T106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5961220225498662,150.0,-100.0,49.03050563746656,136.5296582777721,136.5296582777721
T107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5982713911606351,150.0,-100.0,49.56784779015877,-78.47373232612114,-78.47373232612114
T108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.473536740464519,150.0,-100.0,18.384185116129743,-151.10147318065464,-151.10147318065464
T109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6463090469964348,150.0,-100.0,61.5772617491087,147.22261505516906,147.22261505516906
T110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437931664054332,150.0,-100.0,9.482916013583,168.32991230484242,168.32991230484242
T111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.848394204953006,150.0,-100.0,112.0985512382515,103.00601068363224,103.00601068363224
T112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4961445094043354,150.0,-100.0,24.03612735108385,123.48711908137795,123.48711908137795
T113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4603179355503004,150.0,-100.0,15.079483887575101,-123.78618496787033,-123.78618496787033
T114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6517086354274284,150.0,-100.0,62.9271588568571,-120.99176523977756,-120.99176523977756
T115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4305389799274319,150.0,-100.0,7.634744981857985,160.6989955367111,160.6989955367111
T116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4922605096781887,150.0,-100.0,23.065127419547174,136.2474151424178,136.2474151424178
T117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631267358066574,150.0,-100.0,57.81683951664348,-169.05763494206755,-169.05763494206755
T118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7566747929422762,150.0,-100.0,89.16869823556905,-7.633575746342871,-7.633575746342871
T119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6663086332275117,150.0,-100.0,66.57715830687792,205.97874557172884,205.97874557172884
T120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4100355988888632,150.0,-100.0,2.5088997222158014,117.67135578787367,117.67135578787367
T121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6967962267770244,150.0,-100.0,74.19905669425609,95.92259981928025,95.92259981928025
T122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44346014404371187,150.0,-100.0,10.865036010927959,-54.30627768191028,-54.30627768191028
T123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5418879528993623,150.0,-100.0,35.47198822484058,176.94550218423294,176.94550218423294
T124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5780483629489231,150.0,-100.0,44.51209073723078,-141.95702721457423,-141.95702721457423
T125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5229788641922541,150.0,-100.0,30.74471604806353,178.14846183452855,178.14846183452855
T126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48668679764737743,150.0,-100.0,21.671699411844358,-98.54435116165519,-98.54435116165519
T127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4560194510840262,150.0,-100.0,14.004862771006543,108.45249417944811,108.45249417944811
T128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80853603547464,150.0,-100.0,102.13400886866,175.04585938121903,175.04585938121903
T129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68580634473495,150.0,-100.0,71.45158618373749,101.12223776007244,101.12223776007244
T130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5618396182021219,150.0,-100.0,40.45990455053048,68.62287810584186,68.62287810584186
T131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5443152766201279,150.0,-100.0,36.07881915503197,-98.55745160015854,-98.55745160015854
T132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666294716275793,150.0,-100.0,66.57367906894824,106.97933173580239,106.97933173580239
T133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5611769224873615,150.0,-100.0,40.29423062184037,-111.53666632689476,-111.53666632689476
T134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7801139299448433,150.0,-100.0,95.02848248621082,26.417774993635533,26.417774993635533
T135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8153097038938646,150.0,-100.0,103.82742597346615,-123.90685766411431,-123.90685766411431
T136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691702284105189,150.0,-100.0,117.29255710262974,154.329489373645,154.329489373645
T137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46988618831314477,150.0,-100.0,17.471547078286186,-104.67031706176239,-104.67031706176239
T138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4821328989654965,150.0,-100.0,20.53322474137412,-91.30675429310762,-91.30675429310762
T139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5962225537113177,150.0,-100.0,49.055638427829436,-37.73797604063684,-37.73797604063684
T140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6313398928348033,150.0,-100.0,57.83497320870083,150.92091895947758,150.92091895947758
T141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5919456106866057,150.0,-100.0,47.986402671651426,233.82186561376415,233.82186561376415
T142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45844902035418206,150.0,-100.0,14.61225508854551,-144.35758737339523,-144.35758737339523
T143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7100363779642568,150.0,-100.0,77.50909449106419,207.18770216034645,207.18770216034645
T144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4758374398663756,150.0,-100.0,18.959359966593894,191.51679082721228,191.51679082721228
T145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7812293428703453,150.0,-100.0,95.30733571758631,-125.68251477726602,-125.68251477726602
T146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45531586847760364,150.0,-100.0,13.828967119400914,-108.09624805880114,-108.09624805880114
T147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5146256976163208,150.0,-100.0,28.656424404080198,-129.3629114734692,-129.3629114734692
T148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74697422223355,150.0,-100.0,86.74355555838751,111.31054004482135,111.31054004482135
T149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6916958973830603,150.0,-100.0,72.92397434576507,87.76726483442914,87.76726483442914
T150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4766757015580401,150.0,-100.0,19.16892538951003,-26.627440611495217,-26.627440611495217
T151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660591412418062,150.0,-100.0,116.51478531045153,156.46105909876138,156.46105909876138
T152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7536193171566994,150.0,-100.0,88.40482928917484,244.1012248237517,244.1012248237517
T153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8671835073845074,150.0,-100.0,116.79587684612684,-59.63739861535067,-59.63739861535067
T154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8924205994811674,150.0,-100.0,123.10514987029184,152.78624561443473,152.78624561443473
T155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4273808194110157,150.0,-100.0,6.845204852753923,204.70957592354742,204.70957592354742
T156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5667495858455721,150.0,-100.0,41.68739646139303,191.15852919809572,191.15852919809572
T157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7687506240548743,150.0,-100.0,92.18765601371857,153.6658983594202,153.6658983594202
T158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47042851018989995,150.0,-100.0,17.607127547474988,15.155667852921425,15.155667852921425
T159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6902941751390217,150.0,-100.0,72.57354378475543,147.28525667410938,147.28525667410938
T160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48901798343487574,150.0,-100.0,22.254495858718933,-108.06666071664492,-108.06666071664492
T161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6510975051656214,150.0,-100.0,62.77437629140534,94.67370456291648,94.67370456291648
T162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5049527965477929,150.0,-100.0,26.238199136948218,-117.20986020640709,-117.20986020640709
T163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6824205666313082,150.0,-100.0,70.60514165782706,122.6570529379804,122.6570529379804
T164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66219513466379,150.0,-100.0,65.5487836659475,212.30425962488147,212.30425962488147
T165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8308928105067587,150.0,-100.0,107.72320262668967,-162.2017069722445,-162.2017069722445
T166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7219997716195079,150.0,-100.0,80.49994290487697,196.78391965737305,196.78391965737305
T167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5155373982940357,150.0,-100.0,28.884349573508914,-61.85334715017524,-61.85334715017524
T168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999580426865947,150.0,-100.0,99.98951067164867,88.89360955540273,88.89360955540273
T169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7611334659278296,150.0,-100.0,90.2833664819574,-78.61004709482836,-78.61004709482836
T170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7340425682853231,150.0,-100.0,83.51064207133078,179.6550628984192,179.6550628984192
T171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5039431275730137,150.0,-100.0,25.98578189325344,134.5226780343005,134.5226780343005
T172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.610712275296249,150.0,-100.0,52.678068824062265,-115.68169061557118,-115.68169061557118
T173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.695147471257404,150.0,-100.0,73.786867814351,202.45046129184448,202.45046129184448
T174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6760235904259901,150.0,-100.0,69.00589760649754,160.5508733601309,160.5508733601309
T175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8342339879489564,150.0,-100.0,108.55849698723911,145.16434440648038,145.16434440648038
T176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6126067522346168,150.0,-100.0,53.15168805865421,165.39008844460295,165.39008844460295
T177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4696780370364121,150.0,-100.0,17.419509259103023,-151.30505177969877,-151.30505177969877
T178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48583964292415177,150.0,-100.0,21.459910731037944,159.79226275488406,159.79226275488406
T179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7257101941759321,150.0,-100.0,81.42754854398302,-129.35118332845096,-129.35118332845096
T180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46844281503440366,150.0,-100.0,17.110703758600913,-92.31910797058373,-92.31910797058373
T181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4876856393117248,150.0,-100.0,21.9214098279312,-70.51927048163458,-70.51927048163458
T182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6594588526414188,150.0,-100.0,64.8647131603547,175.88295102345614,175.88295102345614
T183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226745548406605,150.0,-100.0,30.668638710165126,113.71280934232672,113.71280934232672
T184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7595229525921228,150.0,-100.0,89.88073814803069,102.53005555840285,102.53005555840285
T185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7662860486051252,150.0,-100.0,91.5715121512813,281.61910324186954,281.61910324186954
T186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6975389653501274,150.0,-100.0,74.38474133753185,278.00422691343977,278.00422691343977
T187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4532991265668859,150.0,-100.0,13.324781641721493,145.1970050137675,145.1970050137675
