trade_id,symbol,entry,exit,EV,Prob,Conf,ExpectedReturn,ExpectedLoss,PnL,PredictionError,ExitReason
T25,RELIANCE,2024-01-02T01:00:00,2024-01-02T01:45:00,64.84882771792076,0.659395310871683,0.8,150.0,-100.0,-124.06831807664857,0.0,
T26,RELIANCE,2024-01-02T02:00:00,2024-01-02T02:45:00,120.30591186776391,0.8812236474710556,0.8,150.0,-100.0,54.06143923504793,0.0,
T27,RELIANCE,2024-01-02T03:00:00,2024-01-02T03:45:00,76.19554174748711,0.7047821669899484,0.8,150.0,-100.0,148.67430622753915,0.0,
T28,RELIANCE,2024-01-02T04:00:00,2024-01-02T04:45:00,113.53323574583172,0.8541329429833269,0.8,150.0,-100.0,148.26441151473784,0.0,
T29,RELIANCE,2024-01-02T05:00:00,2024-01-02T05:45:00,84.01694342573482,0.7360677737029393,0.8,150.0,-100.0,-135.06034112858595,0.0,
T30,RELIANCE,2024-01-02T06:00:00,2024-01-02T06:45:00,45.97289158990667,0.5838915663596267,0.8,150.0,-100.0,-82.39428718599189,0.0,
T31,RELIANCE,2024-01-02T07:00:00,2024-01-02T07:45:00,40.09750812146699,0.5603900324858679,0.8,150.0,-100.0,259.5227812904989,0.0,
T32,RELIANCE,2024-01-02T08:00:00,2024-01-02T08:45:00,84.6955452302853,0.7387821809211412,0.8,150.0,-100.0,72.46682844669337,0.0,
T33,RELIANCE,2024-01-02T09:00:00,2024-01-02T09:45:00,86.36721726280825,0.745468869051233,0.8,150.0,-100.0,153.42814874030137,0.0,
T34,RELIANCE,2024-01-02T10:00:00,2024-01-02T10:45:00,42.63329388128232,0.5705331755251293,0.8,150.0,-100.0,190.67586086848348,0.0,
T35,RELIANCE,2024-01-02T11:00:00,2024-01-02T11:45:00,66.20632229450084,0.6648252891780033,0.8,150.0,-100.0,88.45678417830223,0.0,
T36,RELIANCE,2024-01-02T12:00:00,2024-01-02T12:45:00,112.5522571454163,0.8502090285816652,0.8,150.0,-100.0,88.1524644560959,0.0,
T37,RELIANCE,2024-01-02T13:00:00,2024-01-02T13:45:00,110.88580303313967,0.8435432121325587,0.8,150.0,-100.0,83.97716934578618,0.0,
T38,RELIANCE,2024-01-02T14:00:00,2024-01-02T14:45:00,20.203589261826735,0.4808143570473069,0.8,150.0,-100.0,-91.20782580103956,0.0,
T39,RELIANCE,2024-01-02T15:00:00,2024-01-02T15:45:00,68.59172367082326,0.674366894683293,0.8,150.0,-100.0,-121.43054254079104,0.0,
T40,RELIANCE,2024-01-02T16:00:00,2024-01-02T16:45:00,89.022402668442,0.756089610673768,0.8,150.0,-100.0,207.9297789503702,0.0,
T41,RELIANCE,2024-01-02T17:00:00,2024-01-02T17:45:00,82.20161153754295,0.7288064461501718,0.8,150.0,-100.0,108.96588408241448,0.0,
T42,RELIANCE,2024-01-02T18:00:00,2024-01-02T18:45:00,33.15029596021569,0.5326011838408627,0.8,150.0,-100.0,146.1449145292948,0.0,
T43,RELIANCE,2024-01-02T19:00:00,2024-01-02T19:45:00,99.35141294270605,0.7974056517708242,0.8,150.0,-100.0,167.0575987408322,0.0,
T44,RELIANCE,2024-01-02T20:00:00,2024-01-02T20:45:00,24.405373474755564,0.49762149389902227,0.8,150.0,-100.0,-132.12677494183336,0.0,
T45,RELIANCE,2024-01-02T21:00:00,2024-01-02T21:45:00,114.35804877755606,0.8574321951102243,0.8,150.0,-100.0,174.12362076215928,0.0,
T46,RELIANCE,2024-01-02T22:00:00,2024-01-02T22:45:00,53.5230185396643,0.6140920741586572,0.8,150.0,-100.0,-125.40381154205215,0.0,
T47,RELIANCE,2024-01-02T23:00:00,2024-01-02T23:45:00,21.186593335761565,0.48474637334304627,0.8,150.0,-100.0,-145.44541674057592,0.0,
T48,RELIANCE,2024-01-03T00:00:00,2024-01-03T00:45:00,71.25764626117063,0.6850305850446825,0.8,150.0,-100.0,152.9104359223,0.0,
T49,RELIANCE,2024-01-03T01:00:00,2024-01-03T01:45:00,87.1269676244085,0.748507870497634,0.8,150.0,-100.0,92.85148510846884,0.0,
T50,RELIANCE,2024-01-03T02:00:00,2024-01-03T02:45:00,101.1701444348142,0.8046805777392568,0.8,150.0,-100.0,-84.54856941081856,0.0,
T51,RELIANCE,2024-01-03T03:00:00,2024-01-03T03:45:00,87.74585965721292,0.7509834386288516,0.8,150.0,-100.0,15.58194471964164,0.0,
T52,RELIANCE,2024-01-03T04:00:00,2024-01-03T04:45:00,46.94786907999301,0.5877914763199721,0.8,150.0,-100.0,125.73182260854483,0.0,
T53,RELIANCE,2024-01-03T05:00:00,2024-01-03T05:45:00,35.81765651603556,0.5432706260641422,0.8,150.0,-100.0,-97.54377581841032,0.0,
T54,RELIANCE,2024-01-03T06:00:00,2024-01-03T06:45:00,102.82507008245727,0.8113002803298291,0.8,150.0,-100.0,153.21400095477313,0.0,
T55,RELIANCE,2024-01-03T07:00:00,2024-01-03T07:45:00,77.86130947737504,0.7114452379095002,0.8,150.0,-100.0,96.1127611035347,0.0,
T56,RELIANCE,2024-01-03T08:00:00,2024-01-03T08:45:00,67.57939020126334,0.6703175608050533,0.8,150.0,-100.0,48.74287066711965,0.0,
T57,RELIANCE,2024-01-03T09:00:00,2024-01-03T09:45:00,54.87142758820452,0.6194857103528181,0.8,150.0,-100.0,159.32271573847137,0.0,
T58,RELIANCE,2024-01-03T10:00:00,2024-01-03T10:45:00,104.49751506402575,0.817990060256103,0.8,150.0,-100.0,89.9851796472112,0.0,
T59,RELIANCE,2024-01-03T11:00:00,2024-01-03T11:45:00,68.65333308826507,0.6746133323530603,0.8,150.0,-100.0,-110.03503707522844,0.0,
T60,RELIANCE,2024-01-03T12:00:00,2024-01-03T12:45:00,119.35816008289927,0.8774326403315971,0.8,150.0,-100.0,256.10780985063167,0.0,
T61,RELIANCE,2024-01-03T13:00:00,2024-01-03T13:45:00,44.4965848314077,0.5779863393256308,0.8,150.0,-100.0,-69.02604218346559,0.0,
T62,RELIANCE,2024-01-03T14:00:00,2024-01-03T14:45:00,5.7503302527191025,0.4230013210108764,0.8,150.0,-100.0,172.19097140731142,0.0,
T63,RELIANCE,2024-01-03T15:00:00,2024-01-03T15:45:00,61.451984389604064,0.6458079375584163,0.8,150.0,-100.0,188.73170267146685,0.0,
T64,RELIANCE,2024-01-03T16:00:00,2024-01-03T16:45:00,49.813091799671675,0.5992523671986867,0.8,150.0,-100.0,-113.20133460090952,0.0,
T65,RELIANCE,2024-01-03T17:00:00,2024-01-03T17:45:00,62.89203232251098,0.6515681292900439,0.8,150.0,-100.0,-96.07778268141726,0.0,
T66,RELIANCE,2024-01-03T18:00:00,2024-01-03T18:45:00,8.82109342505374,0.43528437370021494,0.8,150.0,-100.0,-97.90593745029943,0.0,
T67,RELIANCE,2024-01-03T19:00:00,2024-01-03T19:45:00,48.521240775815244,0.594084963103261,0.8,150.0,-100.0,-111.55940790585281,0.0,
T68,RELIANCE,2024-01-03T20:00:00,2024-01-03T20:45:00,117.68310109706566,0.8707324043882626,0.8,150.0,-100.0,164.04959338675164,0.0,
T69,RELIANCE,2024-01-03T21:00:00,2024-01-03T21:45:00,105.60941387118181,0.8224376554847272,0.8,150.0,-100.0,118.86502400897031,0.0,
T70,RELIANCE,2024-01-03T22:00:00,2024-01-03T22:45:00,14.770603452707036,0.45908241381082815,0.8,150.0,-100.0,-73.01200373700249,0.0,
T71,RELIANCE,2024-01-03T23:00:00,2024-01-03T23:45:00,35.254321571413314,0.5410172862856533,0.8,150.0,-100.0,165.36497604383047,0.0,
T72,RELIANCE,2024-01-04T00:00:00,2024-01-04T00:45:00,123.81314275008417,0.8952525710003367,0.8,150.0,-100.0,213.88324478942124,0.0,
T73,RELIANCE,2024-01-04T01:00:00,2024-01-04T01:45:00,107.30159398037648,0.8292063759215059,0.8,150.0,-100.0,120.4214305582085,0.0,
T74,RELIANCE,2024-01-04T02:00:00,2024-01-04T02:45:00,12.890483604491578,0.4515619344179663,0.8,150.0,-100.0,-60.83563578537013,0.0,
T75,RELIANCE,2024-01-04T03:00:00,2024-01-04T03:45:00,48.65020984177041,0.5946008393670816,0.8,150.0,-100.0,151.05019208163796,0.0,
T76,RELIANCE,2024-01-04T04:00:00,2024-01-04T04:45:00,39.91420469880187,0.5596568187952075,0.8,150.0,-100.0,-97.09012105021846,0.0,
T77,RELIANCE,2024-01-04T05:00:00,2024-01-04T05:45:00,36.65134646225807,0.5466053858490323,0.8,150.0,-100.0,179.75785127184568,0.0,
T78,RELIANCE,2024-01-04T06:00:00,2024-01-04T06:45:00,98.94738046573107,0.7957895218629243,0.8,150.0,-100.0,149.38766135765428,0.0,
T79,RELIANCE,2024-01-04T07:00:00,2024-01-04T07:45:00,55.19131267167213,0.6207652506866885,0.8,150.0,-100.0,-126.91763114457495,0.0,
T80,RELIANCE,2024-01-04T08:00:00,2024-01-04T08:45:00,17.87396025660449,0.47149584102641795,0.8,150.0,-100.0,-124.66661186699295,0.0,
T81,RELIANCE,2024-01-04T09:00:00,2024-01-04T09:45:00,9.095375795524205,0.4363815031820968,0.8,150.0,-100.0,-92.68938365524264,0.0,
T82,RELIANCE,2024-01-04T10:00:00,2024-01-04T10:45:00,10.604714260649004,0.442418857042596,0.8,150.0,-100.0,-143.44253024491974,0.0,
T83,RELIANCE,2024-01-04T11:00:00,2024-01-04T11:45:00,123.25013297785887,0.8930005319114355,0.8,150.0,-100.0,79.62681128117224,0.0,
T84,RELIANCE,2024-01-04T12:00:00,2024-01-04T12:45:00,97.14336449092961,0.7885734579637185,0.8,150.0,-100.0,192.88298116010097,0.0,
T85,RELIANCE,2024-01-04T13:00:00,2024-01-04T13:45:00,1.4192055959273802,0.40567682238370956,0.8,150.0,-100.0,-104.79815589890282,0.0,
T86,RELIANCE,2024-01-04T14:00:00,2024-01-04T14:45:00,14.690780847138122,0.45876312338855246,0.8,150.0,-100.0,-84.41960457276483,0.0,
T87,RELIANCE,2024-01-04T15:00:00,2024-01-04T15:45:00,35.71401078523259,0.5428560431409304,0.8,150.0,-100.0,-54.01783260992267,0.0,
T88,RELIANCE,2024-01-04T16:00:00,2024-01-04T16:45:00,1.519309336227046,0.4060772373449082,0.8,150.0,-100.0,-93.2772255456875,0.0,
T89,RELIANCE,2024-01-04T17:00:00,2024-01-04T17:45:00,121.16281695238736,0.8846512678095495,0.8,150.0,-100.0,150.62962003908973,0.0,
T90,RELIANCE,2024-01-04T18:00:00,2024-01-04T18:45:00,56.81763309597166,0.6272705323838866,0.8,150.0,-100.0,-73.83038089837966,0.0,
T91,RELIANCE,2024-01-04T19:00:00,2024-01-04T19:45:00,118.80143550956986,0.8752057420382794,0.8,150.0,-100.0,-94.49973982784945,0.0,
T92,RELIANCE,2024-01-04T20:00:00,2024-01-04T20:45:00,34.672647872641605,0.5386905914905664,0.8,150.0,-100.0,43.80521378450966,0.0,
T93,RELIANCE,2024-01-04T21:00:00,2024-01-04T21:45:00,121.79935095827081,0.8871974038330832,0.8,150.0,-100.0,-115.77265065042283,0.0,
T94,RELIANCE,2024-01-04T22:00:00,2024-01-04T22:45:00,38.69095203579096,0.5547638081431638,0.8,150.0,-100.0,-126.95244014045073,0.0,
T95,RELIANCE,2024-01-04T23:00:00,2024-01-04T23:45:00,118.72498916149051,0.8748999566459621,0.8,150.0,-100.0,174.59595857532528,0.0,
T96,RELIANCE,2024-01-05T00:00:00,2024-01-05T00:45:00,116.59106041925166,0.8663642416770067,0.8,150.0,-100.0,208.97200603606436,0.0,
T97,RELIANCE,2024-01-05T01:00:00,2024-01-05T01:45:00,74.2663394190169,0.6970653576760676,0.8,150.0,-100.0,126.54121739476476,0.0,
T98,RELIANCE,2024-01-05T02:00:00,2024-01-05T02:45:00,104.79108808889225,0.819164352355569,0.8,150.0,-100.0,70.27861706028165,0.0,
T99,RELIANCE,2024-01-05T03:00:00,2024-01-05T03:45:00,101.61262614125968,0.8064505045650388,0.8,150.0,-100.0,-117.98125068861319,0.0,
T100,RELIANCE,2024-01-05T04:00:00,2024-01-05T04:45:00,96.12342689756382,0.7844937075902553,0.8,150.0,-100.0,-113.50196414437731,0.0,
T101,RELIANCE,2024-01-05T05:00:00,2024-01-05T05:45:00,119.2563784073403,0.8770255136293612,0.8,150.0,-100.0,181.14249661737495,0.0,
T102,RELIANCE,2024-01-05T06:00:00,2024-01-05T06:45:00,77.26603005723699,0.7090641202289479,0.8,150.0,-100.0,166.61570059897957,0.0,
T103,RELIANCE,2024-01-05T07:00:00,2024-01-05T07:45:00,65.02043763899917,0.6600817505559967,0.8,150.0,-100.0,-122.4545960966966,0.0,
T104,RELIANCE,2024-01-05T08:00:00,2024-01-05T08:45:00,109.58170033229312,0.8383268013291725,0.8,150.0,-100.0,182.2687974792574,0.0,
T105,RELIANCE,2024-01-05T09:00:00,2024-01-05T09:45:00,17.046434448346233,0.4681857377933849,0.8,150.0,-100.0,218.43157787661744,0.0,
T106,RELIANCE,2024-01-05T10:00:00,2024-01-05T10:45:00,49.03050563746656,0.5961220225498662,0.8,150.0,-100.0,136.5296582777721,0.0,
T107,RELIANCE,2024-01-05T11:00:00,2024-01-05T11:45:00,49.56784779015877,0.5982713911606351,0.8,150.0,-100.0,-78.47373232612114,0.0,
T108,RELIANCE,2024-01-05T12:00:00,2024-01-05T12:45:00,18.384185116129743,0.473536740464519,0.8,150.0,-100.0,-151.10147318065464,0.0,
T109,RELIANCE,2024-01-05T13:00:00,2024-01-05T13:45:00,61.5772617491087,0.6463090469964348,0.8,150.0,-100.0,147.22261505516906,0.0,
T110,RELIANCE,2024-01-05T14:00:00,2024-01-05T14:45:00,9.482916013583,0.437931664054332,0.8,150.0,-100.0,168.32991230484242,0.0,
T111,RELIANCE,2024-01-05T15:00:00,2024-01-05T15:45:00,112.0985512382515,0.848394204953006,0.8,150.0,-100.0,103.00601068363224,0.0,
T112,RELIANCE,2024-01-05T16:00:00,2024-01-05T16:45:00,24.03612735108385,0.4961445094043354,0.8,150.0,-100.0,123.48711908137795,0.0,
T113,RELIANCE,2024-01-05T17:00:00,2024-01-05T17:45:00,15.079483887575101,0.4603179355503004,0.8,150.0,-100.0,-123.78618496787033,0.0,
T114,RELIANCE,2024-01-05T18:00:00,2024-01-05T18:45:00,62.9271588568571,0.6517086354274284,0.8,150.0,-100.0,-120.99176523977756,0.0,
T115,RELIANCE,2024-01-05T19:00:00,2024-01-05T19:45:00,7.634744981857985,0.4305389799274319,0.8,150.0,-100.0,160.6989955367111,0.0,
T116,RELIANCE,2024-01-05T20:00:00,2024-01-05T20:45:00,23.065127419547174,0.4922605096781887,0.8,150.0,-100.0,136.2474151424178,0.0,
T117,RELIANCE,2024-01-05T21:00:00,2024-01-05T21:45:00,57.81683951664348,0.631267358066574,0.8,150.0,-100.0,-169.05763494206755,0.0,
T118,RELIANCE,2024-01-05T22:00:00,2024-01-05T22:45:00,89.16869823556905,0.7566747929422762,0.8,150.0,-100.0,-7.633575746342871,0.0,
T119,RELIANCE,2024-01-05T23:00:00,2024-01-05T23:45:00,66.57715830687792,0.6663086332275117,0.8,150.0,-100.0,205.97874557172884,0.0,
T120,RELIANCE,2024-01-06T00:00:00,2024-01-06T00:45:00,2.5088997222158014,0.4100355988888632,0.8,150.0,-100.0,117.67135578787367,0.0,
T121,RELIANCE,2024-01-06T01:00:00,2024-01-06T01:45:00,74.19905669425609,0.6967962267770244,0.8,150.0,-100.0,95.92259981928025,0.0,
T122,RELIANCE,2024-01-06T02:00:00,2024-01-06T02:45:00,10.865036010927959,0.44346014404371187,0.8,150.0,-100.0,-54.30627768191028,0.0,
T123,RELIANCE,2024-01-06T03:00:00,2024-01-06T03:45:00,35.47198822484058,0.5418879528993623,0.8,150.0,-100.0,176.94550218423294,0.0,
T124,RELIANCE,2024-01-06T04:00:00,2024-01-06T04:45:00,44.51209073723078,0.5780483629489231,0.8,150.0,-100.0,-141.95702721457423,0.0,
T125,RELIANCE,2024-01-06T05:00:00,2024-01-06T05:45:00,30.74471604806353,0.5229788641922541,0.8,150.0,-100.0,178.14846183452855,0.0,
T126,RELIANCE,2024-01-06T06:00:00,2024-01-06T06:45:00,21.671699411844358,0.48668679764737743,0.8,150.0,-100.0,-98.54435116165519,0.0,
T127,RELIANCE,2024-01-06T07:00:00,2024-01-06T07:45:00,14.004862771006543,0.4560194510840262,0.8,150.0,-100.0,108.45249417944811,0.0,
T128,RELIANCE,2024-01-06T08:00:00,2024-01-06T08:45:00,102.13400886866,0.80853603547464,0.8,150.0,-100.0,175.04585938121903,0.0,
T129,RELIANCE,2024-01-06T09:00:00,2024-01-06T09:45:00,71.45158618373749,0.68580634473495,0.8,150.0,-100.0,101.12223776007244,0.0,
T130,RELIANCE,2024-01-06T10:00:00,2024-01-06T10:45:00,40.45990455053048,0.5618396182021219,0.8,150.0,-100.0,68.62287810584186,0.0,
T131,RELIANCE,2024-01-06T11:00:00,2024-01-06T11:45:00,36.07881915503197,0.5443152766201279,0.8,150.0,-100.0,-98.55745160015854,0.0,
T132,RELIANCE,2024-01-06T12:00:00,2024-01-06T12:45:00,66.57367906894824,0.666294716275793,0.8,150.0,-100.0,106.97933173580239,0.0,
T133,RELIANCE,2024-01-06T13:00:00,2024-01-06T13:45:00,40.29423062184037,0.5611769224873615,0.8,150.0,-100.0,-111.53666632689476,0.0,
T134,RELIANCE,2024-01-06T14:00:00,2024-01-06T14:45:00,95.02848248621082,0.7801139299448433,0.8,150.0,-100.0,26.417774993635533,0.0,
T135,RELIANCE,2024-01-06T15:00:00,2024-01-06T15:45:00,103.82742597346615,0.8153097038938646,0.8,150.0,-100.0,-123.90685766411431,0.0,
T136,RELIANCE,2024-01-06T16:00:00,2024-01-06T16:45:00,117.29255710262974,0.8691702284105189,0.8,150.0,-100.0,154.329489373645,0.0,
T137,RELIANCE,2024-01-06T17:00:00,2024-01-06T17:45:00,17.471547078286186,0.46988618831314477,0.8,150.0,-100.0,-104.67031706176239,0.0,
T138,RELIANCE,2024-01-06T18:00:00,2024-01-06T18:45:00,20.53322474137412,0.4821328989654965,0.8,150.0,-100.0,-91.30675429310762,0.0,
T139,RELIANCE,2024-01-06T19:00:00,2024-01-06T19:45:00,49.055638427829436,0.5962225537113177,0.8,150.0,-100.0,-37.73797604063684,0.0,
T140,RELIANCE,2024-01-06T20:00:00,2024-01-06T20:45:00,57.83497320870083,0.6313398928348033,0.8,150.0,-100.0,150.92091895947758,0.0,
T141,RELIANCE,2024-01-06T21:00:00,2024-01-06T21:45:00,47.986402671651426,0.5919456106866057,0.8,150.0,-100.0,233.82186561376415,0.0,
T142,RELIANCE,2024-01-06T22:00:00,2024-01-06T22:45:00,14.61225508854551,0.45844902035418206,0.8,150.0,-100.0,-144.35758737339523,0.0,
T143,RELIANCE,2024-01-06T23:00:00,2024-01-06T23:45:00,77.50909449106419,0.7100363779642568,0.8,150.0,-100.0,207.18770216034645,0.0,
T144,RELIANCE,2024-01-07T00:00:00,2024-01-07T00:45:00,18.959359966593894,0.4758374398663756,0.8,150.0,-100.0,191.51679082721228,0.0,
T145,RELIANCE,2024-01-07T01:00:00,2024-01-07T01:45:00,95.30733571758631,0.7812293428703453,0.8,150.0,-100.0,-125.68251477726602,0.0,
T146,RELIANCE,2024-01-07T02:00:00,2024-01-07T02:45:00,13.828967119400914,0.45531586847760364,0.8,150.0,-100.0,-108.09624805880114,0.0,
T147,RELIANCE,2024-01-07T03:00:00,2024-01-07T03:45:00,28.656424404080198,0.5146256976163208,0.8,150.0,-100.0,-129.3629114734692,0.0,
T148,RELIANCE,2024-01-07T04:00:00,2024-01-07T04:45:00,86.74355555838751,0.74697422223355,0.8,150.0,-100.0,111.31054004482135,0.0,
T149,RELIANCE,2024-01-07T05:00:00,2024-01-07T05:45:00,72.92397434576507,0.6916958973830603,0.8,150.0,-100.0,87.76726483442914,0.0,
T150,RELIANCE,2024-01-07T06:00:00,2024-01-07T06:45:00,19.16892538951003,0.4766757015580401,0.8,150.0,-100.0,-26.627440611495217,0.0,
T151,RELIANCE,2024-01-07T07:00:00,2024-01-07T07:45:00,116.51478531045153,0.8660591412418062,0.8,150.0,-100.0,156.46105909876138,0.0,
T152,RELIANCE,2024-01-07T08:00:00,2024-01-07T08:45:00,88.40482928917484,0.7536193171566994,0.8,150.0,-100.0,244.1012248237517,0.0,
T153,RELIANCE,2024-01-07T09:00:00,2024-01-07T09:45:00,116.79587684612684,0.8671835073845074,0.8,150.0,-100.0,-59.63739861535067,0.0,
T154,RELIANCE,2024-01-07T10:00:00,2024-01-07T10:45:00,123.10514987029184,0.8924205994811674,0.8,150.0,-100.0,152.78624561443473,0.0,
T155,RELIANCE,2024-01-07T11:00:00,2024-01-07T11:45:00,6.845204852753923,0.4273808194110157,0.8,150.0,-100.0,204.70957592354742,0.0,
T156,RELIANCE,2024-01-07T12:00:00,2024-01-07T12:45:00,41.68739646139303,0.5667495858455721,0.8,150.0,-100.0,191.15852919809572,0.0,
T157,RELIANCE,2024-01-07T13:00:00,2024-01-07T13:45:00,92.18765601371857,0.7687506240548743,0.8,150.0,-100.0,153.6658983594202,0.0,
T158,RELIANCE,2024-01-07T14:00:00,2024-01-07T14:45:00,17.607127547474988,0.47042851018989995,0.8,150.0,-100.0,15.155667852921425,0.0,
T159,RELIANCE,2024-01-07T15:00:00,2024-01-07T15:45:00,72.57354378475543,0.6902941751390217,0.8,150.0,-100.0,147.28525667410938,0.0,
T160,RELIANCE,2024-01-07T16:00:00,2024-01-07T16:45:00,22.254495858718933,0.48901798343487574,0.8,150.0,-100.0,-108.06666071664492,0.0,
T161,RELIANCE,2024-01-07T17:00:00,2024-01-07T17:45:00,62.77437629140534,0.6510975051656214,0.8,150.0,-100.0,94.67370456291648,0.0,
T162,RELIANCE,2024-01-07T18:00:00,2024-01-07T18:45:00,26.238199136948218,0.5049527965477929,0.8,150.0,-100.0,-117.20986020640709,0.0,
T163,RELIANCE,2024-01-07T19:00:00,2024-01-07T19:45:00,70.60514165782706,0.6824205666313082,0.8,150.0,-100.0,122.6570529379804,0.0,
T164,RELIANCE,2024-01-07T20:00:00,2024-01-07T20:45:00,65.5487836659475,0.66219513466379,0.8,150.0,-100.0,212.30425962488147,0.0,
T165,RELIANCE,2024-01-07T21:00:00,2024-01-07T21:45:00,107.72320262668967,0.8308928105067587,0.8,150.0,-100.0,-162.2017069722445,0.0,
T166,RELIANCE,2024-01-07T22:00:00,2024-01-07T22:45:00,80.49994290487697,0.7219997716195079,0.8,150.0,-100.0,196.78391965737305,0.0,
T167,RELIANCE,2024-01-07T23:00:00,2024-01-07T23:45:00,28.884349573508914,0.5155373982940357,0.8,150.0,-100.0,-61.85334715017524,0.0,
T168,RELIANCE,2024-01-08T00:00:00,2024-01-08T00:45:00,99.98951067164867,0.7999580426865947,0.8,150.0,-100.0,88.89360955540273,0.0,
T169,RELIANCE,2024-01-08T01:00:00,2024-01-08T01:45:00,90.2833664819574,0.7611334659278296,0.8,150.0,-100.0,-78.61004709482836,0.0,
T170,RELIANCE,2024-01-08T02:00:00,2024-01-08T02:45:00,83.51064207133078,0.7340425682853231,0.8,150.0,-100.0,179.6550628984192,0.0,
T171,RELIANCE,2024-01-08T03:00:00,2024-01-08T03:45:00,25.98578189325344,0.5039431275730137,0.8,150.0,-100.0,134.5226780343005,0.0,
T172,RELIANCE,2024-01-08T04:00:00,2024-01-08T04:45:00,52.678068824062265,0.610712275296249,0.8,150.0,-100.0,-115.68169061557118,0.0,
T173,RELIANCE,2024-01-08T05:00:00,2024-01-08T05:45:00,73.786867814351,0.695147471257404,0.8,150.0,-100.0,202.45046129184448,0.0,
T174,RELIANCE,2024-01-08T06:00:00,2024-01-08T06:45:00,69.00589760649754,0.6760235904259901,0.8,150.0,-100.0,160.5508733601309,0.0,
